test_crps,test_yac_rmse,test_week,n_close_players
0.04476279201398442,5.887808609598072,1,1
0.04863148925165221,6.352944941355164,2,1
0.050905838236175456,6.065656984310592,3,1
0.051936562898471025,6.494471247500158,4,1
0.05310684161872967,6.568803649927272,5,1
0.04973523297881311,6.757160550356861,6,1
0.04570834370486492,5.795707636161556,7,1
0.0479408743204583,5.95416876364666,8,1
0.05175431392483551,6.717960522754671,9,1
0.050113699905235544,6.294188788838075,10,1
0.04938660983282791,6.824177268005921,11,1
0.050404449005867366,6.528574865654593,12,1
0.04437807288074943,5.479755240762348,13,1
0.04767759413663115,6.8813864333412855,14,1
0.04268905513011956,5.184908415271587,15,1
0.045151024579929484,5.730016889449084,16,1
0.04817474764767657,6.0706692149178965,17,1
0.045353308398891776,5.983315379893517,1,2
0.048231563377285035,6.237836400788182,2,2
0.05172970884866557,6.177047403348562,3,2
0.05289761911151876,6.568403941211289,4,2
0.05374794490366159,6.5296866504474025,5,2
0.049712868001620815,6.7772216059836525,6,2
0.046264425500341454,5.837893587818046,7,2
0.0489428531080624,6.047321437900658,8,2
0.052686327972708565,6.855455493220462,9,2
0.05110951313436351,6.377116406044815,10,2
0.049770331661629405,6.765211815299144,11,2
0.051281059182218626,6.6329236552411635,12,2
0.04505697849718882,5.549141122813739,13,2
0.04726278070389049,6.628995812953424,14,2
0.04292296549181087,5.197891422421749,15,2
0.04540846007082385,5.6511226048634295,16,2
0.04843473437347807,6.0378263531398675,17,2
0.041572216772687944,5.66442515924357,1,3
0.04501600586366932,5.950551146916708,2,3
0.04536715391409125,5.763867064856081,3,3
0.048102198690186976,6.1659542197570065,4,3
0.047836821771860986,6.13469517857842,5,3
0.044040691019692414,6.311696849340719,6,3
0.04176175725149057,5.581505002102969,7,3
0.04296652754748182,5.634594003868554,8,3
0.0476345966441486,6.605505972699019,9,3
0.0462074562959266,6.1054042394913335,10,3
0.045791219391913426,6.582191999244728,11,3
0.045850468083160796,6.256473460344061,12,3
0.04034796414980539,5.223400183169277,13,3
0.043166614962518904,6.256252676607192,14,3
0.03965263966072854,4.847463546798626,15,3
0.03941814068825676,5.261934240102483,16,3
0.043438731726072766,5.6670693391092115,17,3
0.04065815433342175,5.600197000092326,1,4
0.0448688752336705,5.922420200302486,2,4
0.04502512948530353,5.741349819316596,3,4
0.047754751960341076,6.1186710094990095,4,4
0.04785953603799103,6.118359632337803,5,4
0.04329414819813008,6.207759243268297,6,4
0.04136623732570464,5.5502010737434375,7,4
0.04238952677981914,5.606619002139077,8,4
0.0474646597939092,6.594104193285977,9,4
0.045714820782914556,6.070998195907277,10,4
0.045817162311319076,6.576614938029977,11,4
0.04557340491032924,6.216022204846013,12,4
0.03989017430151335,5.139133180957249,13,4
0.042938823176560593,6.221932464859688,14,4
0.03917559161141759,4.790513087584141,15,4
0.03936776126003712,5.252365798911551,16,4
0.04301356368099457,5.632388812896774,17,4
0.041197484599799425,5.661666401668566,1,5
0.04561529868271366,5.980437320482939,2,5
0.04588080450411764,5.805653798770633,3,5
0.04886914295153473,6.209506985597849,4,5
0.048833478278036906,6.215640818624553,5,5
0.04386335996478965,6.27442360582064,6,5
0.041988226065900976,5.581935295552349,7,5
0.043085703905588406,5.647863184531221,8,5
0.04807874120272784,6.649975770568939,9,5
0.046403033539231246,6.129596135492812,10,5
0.046799316958895616,6.647540817228706,11,5
0.046231847922118464,6.280149916958692,12,5
0.04029727769362787,5.144589576755993,13,5
0.04337744298304639,6.2527252204377985,14,5
0.03963411727906305,4.814601707323747,15,5
0.040103141536964974,5.30763033089088,16,5
0.04363734860916868,5.679251804099513,17,5
0.04146621132724285,5.686739005154526,1,6
0.04588456007505041,6.00469801133846,2,6
0.046402671657354226,5.851185139544176,3,6
0.04878552150545223,6.203861976869408,4,6
0.049211172920120616,6.246946040550873,5,6
0.044280720633098215,6.3132644184122535,6,6
0.042307877098521955,5.601560285496158,7,6
0.04361830334617287,5.662037059040818,8,6
0.048630818551019486,6.692456875784247,9,6
0.046787850767911435,6.160516834307779,10,6
0.047056706624445575,6.66757375369325,11,6
0.04677673982395144,6.312654729677286,12,6
0.04060756690810078,5.177058141924337,13,6
0.0435767121523974,6.273260304115036,14,6
0.04003976012902876,4.846569566470003,15,6
0.04050064578684222,5.336502002614211,16,6
0.04425675958868339,5.720375945213452,17,6
0.04148953511685152,5.637890698179632,1,7
0.045286681545957025,5.980876407887233,2,7
0.04580342074771969,5.797460526845537,3,7
0.04832611829952404,6.1716118237510305,4,7
0.04835113356391146,6.155943364828734,5,7
0.04435858899454333,6.311832544764888,6,7
0.042096879406397836,5.592356726211526,7,7
0.043436561600272004,5.660171000991273,8,7
0.047921642585497935,6.63424404998057,9,7
0.046425723855956204,6.14907298167655,10,7
0.046193471502878065,6.592082736659812,11,7
0.04620685965186169,6.289115465875161,12,7
0.04051675582300995,5.2357486328096705,13,7
0.04338135936312684,6.263862472229444,14,7
0.040135063458014715,4.877544743895067,15,7
0.0398521569128724,5.28124957559923,16,7
0.043902083977552755,5.685421959486847,17,7
0.04148795395404943,5.672032422713126,1,8
0.045825952385173216,6.010959177044195,2,8
0.04652245727890034,5.861686124964898,3,8
0.048904292932454296,6.20749570406688,4,8
0.049140110513642546,6.2272439950785134,5,8
0.04434059052798215,6.300250947780425,6,8
0.0424172121805017,5.604484555636255,7,8
0.04359132271688556,5.66503520123566,8,8
0.04859937628264542,6.684647280358749,9,8
0.046911063060309045,6.182785314867615,10,8
0.04695085110684586,6.6388064441668675,11,8
0.04665972328951456,6.311663603542181,12,8
0.040646762442390676,5.186728492512613,13,8
0.043414667321283025,6.259410484679384,14,8
0.04005158270532622,4.849840427247914,15,8
0.040124198097581394,5.315922331010019,16,8
0.044264601590654054,5.708194467742198,17,8
0.04204345903612889,5.732571226896131,1,9
0.04630790628764673,6.041673535673372,2,9
0.04732596584249686,5.926005402855817,3,9
0.04968239133561963,6.285900233068914,4,9
0.04996171236219465,6.302986426694941,5,9
0.04500437740022673,6.363983482142003,6,9
0.04282991162724066,5.636597128405966,7,9
0.0445940717654519,5.734289741214196,8,9
0.0493604043736608,6.746732526957351,9,9
0.04754987955102223,6.2228032074011175,10,9
0.04786158283228674,6.708527667881869,11,9
0.04752696770435158,6.406759912537186,12,9
0.04120287808539483,5.217633788318619,13,9
0.04397153801015753,6.295764995912871,14,9
0.0405234195554875,4.878848832881492,15,9
0.04120576658611296,5.391018856664493,16,9
0.04496004691245168,5.763706747435199,17,9
0.042424321569068994,5.75052081179339,1,10
0.04656014205967997,6.067523084013779,2,10
0.04787153494909031,5.988636784380204,3,10
0.04994733216375027,6.314309567035718,4,10
0.05065974235257656,6.3643498122271325,5,10
0.045663562039612964,6.416784156420728,6,10
0.04348288241979307,5.661415067288777,7,10
0.044911773357024544,5.760962050463323,8,10
0.0499176130007893,6.791134318910872,9,10
0.048251859049814105,6.2716104382995415,10,10
0.04820821319102263,6.729321164250157,11,10
0.04794090658208647,6.437599546850872,12,10
0.04162438156461057,5.24231863770366,13,10
0.04424038464305189,6.330458835260175,14,10
0.040815165046670904,4.896636417254858,15,10
0.04165083080851063,5.426805015479594,16,10
0.0454913804528776,5.798799622320589,17,10
